x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,label
0.7120402455329895,0.9666863083839417,4.76857167086564e-07,0.6369345784187317,0.9110406041145325,-0.027480311691761017,0.5679645538330078,0.802994966506958,-0.03891991078853607,0.5187451243400574,0.7178711295127869,-0.04916609823703766,0.47429826855659485,0.6719005107879639,-0.05899777263402939,0.6284431219100952,0.5953589677810669,-0.009122720919549465,0.5983835458755493,0.4595291018486023,-0.02402883768081665,0.5840232372283936,0.37718281149864197,-0.03941148519515991,0.5758962631225586,0.3024851679801941,-0.05248776823282242,0.6822779178619385,0.5766561627388,-0.013224427588284016,0.6722124814987183,0.4206622838973999,-0.021774593740701675,0.6691100001335144,0.3239959180355072,-0.03308858349919319,0.6672123074531555,0.24493305385112762,-0.04338434338569641,0.7348431944847107,0.59402996301651,-0.02314966917037964,0.733629584312439,0.4532962143421173,-0.036489177495241165,0.7327189445495605,0.3674398362636566,-0.046819742769002914,0.7298076748847961,0.291105717420578,-0.055809229612350464,0.7849632501602173,0.6386010050773621,-0.03658516705036163,0.803008496761322,0.5426338911056519,-0.0497555285692215,0.8146340847015381,0.4795977771282196,-0.054913073778152466,0.824312686920166,0.41807663440704346,-0.05961130931973457,fist
0.6986796259880066,0.8434021472930908,-6.321022851807356e-07,0.631649374961853,0.7926604747772217,-0.018428893759846687,0.5771030187606812,0.6770806908607483,-0.02658563107252121,0.5925878286361694,0.5596101880073547,-0.03808964788913727,0.6495071053504944,0.5273095965385437,-0.04346247389912605,0.6065589189529419,0.5760597586631775,0.005919642746448517,0.5842662453651428,0.4769870936870575,-0.03327855095267296,0.5940738320350647,0.5821232199668884,-0.048968229442834854,0.6077468991279602,0.6190987825393677,-0.05306875333189964,0.6510736346244812,0.5679222345352173,-0.0003953466657549143,0.6316447257995605,0.4750644862651825,-0.04158927872776985,0.6353073120117188,0.6004540324211121,-0.04242078214883804,0.6484730839729309,0.6237719058990479,-0.029388371855020523,0.6951199173927307,0.5726449489593506,-0.014775672927498817,0.680302619934082,0.5041781067848206,-0.05476643517613411,0.6776506304740906,0.6291022896766663,-0.03810013458132744,0.688085675239563,0.654266357421875,-0.012634415179491043,0.7430347204208374,0.5876994729042053,-0.031615376472473145,0.7229160070419312,0.5225694179534912,-0.04729157313704491,0.7153277397155762,0.6057726144790649,-0.029993612319231033,0.7239625453948975,0.6368169784545898,-0.010152747854590416,fist
0.6990489363670349,0.8522525429725647,-6.393293006112799e-07,0.6314679980278015,0.8011301755905151,-0.018763789907097816,0.576870858669281,0.6844577193260193,-0.026670698076486588,0.5932077169418335,0.5685977935791016,-0.03772272169589996,0.6496816277503967,0.536882758140564,-0.04238510504364967,0.6072016954421997,0.5847492814064026,0.005443846806883812,0.5830269455909729,0.48573607206344604,-0.033646032214164734,0.5942454934120178,0.5903842449188232,-0.04939332976937294,0.6087726354598999,0.6241047382354736,-0.053875457495450974,0.6520448327064514,0.5767178535461426,-0.0005117710679769516,0.6314498782157898,0.4847750961780548,-0.041807033121585846,0.6357308030128479,0.6104225516319275,-0.04260904714465141,0.6489135026931763,0.6304489374160767,-0.029792441055178642,0.695908784866333,0.5813942551612854,-0.014552107080817223,0.6807804703712463,0.5139818787574768,-0.05388500168919563,0.6782266497612,0.637912392616272,-0.036701422184705734,0.6891666650772095,0.6594892144203186,-0.011275647208094597,0.7438730001449585,0.5952280163764954,-0.031217649579048157,0.7234260439872742,0.5324047207832336,-0.046164073050022125,0.7157376408576965,0.6146292090415955,-0.0286690816283226,0.7250269651412964,0.6422340869903564,-0.008996324613690376,fist
0.6994299292564392,0.8538134098052979,-6.271475854191522e-07,0.63245689868927,0.8000505566596985,-0.01880866102874279,0.5784612894058228,0.6856639385223389,-0.027101483196020126,0.5941112637519836,0.5715839862823486,-0.038575101643800735,0.6504848599433899,0.5404565334320068,-0.04361196234822273,0.6069849729537964,0.5839813947677612,0.006060088984668255,0.5836071968078613,0.4865776598453522,-0.03332522138953209,0.5951904654502869,0.5914609432220459,-0.04939363896846771,0.6095336079597473,0.625041127204895,-0.05396365746855736,0.6519403457641602,0.5761193633079529,-7.200783875305206e-05,0.6325188875198364,0.4836518168449402,-0.04138152301311493,0.6366326808929443,0.609214186668396,-0.04236457496881485,0.6493009924888611,0.6295830011367798,-0.029529569670557976,0.6960873007774353,0.5808298587799072,-0.01434278953820467,0.68180912733078,0.5143932700157166,-0.053869109600782394,0.6791787147521973,0.6382794380187988,-0.0370057038962841,0.6897491216659546,0.6597577333450317,-0.01162448339164257,0.744032621383667,0.5953081846237183,-0.03120395727455616,0.7248278260231018,0.5328581929206848,-0.045995548367500305,0.7169378399848938,0.6156868934631348,-0.028269538655877113,0.72533118724823,0.6436098217964172,-0.008322084322571754,fist
0.6988348960876465,0.8513443470001221,-6.297112236097746e-07,0.632212221622467,0.7981311082839966,-0.018341848626732826,0.5783475637435913,0.686103105545044,-0.026636602357029915,0.5935323238372803,0.5729584097862244,-0.038124557584524155,0.6494507193565369,0.5381159782409668,-0.04322751984000206,0.6066523194313049,0.5830857157707214,0.006159400567412376,0.5834198594093323,0.48744937777519226,-0.03296611085534096,0.5942610502243042,0.5923969149589539,-0.0487176887691021,0.6085413694381714,0.625179648399353,-0.05305713787674904,0.6516770720481873,0.5752491354942322,-0.00012360350228846073,0.6320406794548035,0.4831739068031311,-0.041317448019981384,0.6357465982437134,0.6084357500076294,-0.042183566838502884,0.6489695906639099,0.6287147402763367,-0.029247138649225235,0.695860743522644,0.5797613263130188,-0.014420143328607082,0.6810897588729858,0.5133388638496399,-0.05414893478155136,0.6782128214836121,0.6369332671165466,-0.037201229482889175,0.6891869902610779,0.6584563851356506,-0.011667945422232151,0.743979811668396,0.5941132307052612,-0.03118329681456089,0.7242916822433472,0.5306525230407715,-0.04631371796131134,0.7161818146705627,0.6135043501853943,-0.028460027649998665,0.7246515154838562,0.6419713497161865,-0.008282769471406937,fist
0.7000344395637512,0.8534319996833801,-6.259995757318393e-07,0.6329741477966309,0.801921546459198,-0.01889730989933014,0.5786388516426086,0.6864542365074158,-0.026900984346866608,0.5949703454971313,0.5720565915107727,-0.03802826628088951,0.6516830325126648,0.5402461886405945,-0.04271971434354782,0.6066227555274963,0.5850890874862671,0.005983481649309397,0.583670437335968,0.4874354600906372,-0.032962359488010406,0.5948451161384583,0.5925812125205994,-0.04847964644432068,0.6090333461761475,0.626559853553772,-0.05271787568926811,0.6515015363693237,0.5762429237365723,-5.198979124543257e-05,0.6323609948158264,0.4844526946544647,-0.04098772630095482,0.6363022327423096,0.6097946166992188,-0.041597649455070496,0.6491677165031433,0.6301243901252747,-0.02852863445878029,0.6957749128341675,0.5807236433029175,-0.014244855381548405,0.6816691756248474,0.5158376693725586,-0.053345825523138046,0.6791763305664062,0.6394370794296265,-0.03639185056090355,0.6899295449256897,0.6604082584381104,-0.011091338470578194,0.7440095543861389,0.5949201583862305,-0.03107546642422676,0.7244755625724792,0.5345333218574524,-0.04580121114850044,0.7169933319091797,0.6169913411140442,-0.028277628123760223,0.7258350253105164,0.6438645720481873,-0.008541141636669636,fist
0.636039674282074,0.8076803684234619,-5.677809440385317e-07,0.5712316632270813,0.767255961894989,-0.02019159495830536,0.5161033272743225,0.6603443026542664,-0.02762208692729473,0.5227141380310059,0.5349792242050171,-0.037504252046346664,0.5736892223358154,0.4950298070907593,-0.04094473272562027,0.5435181856155396,0.5504305362701416,0.008013448677957058,0.5191664099693298,0.4594283699989319,-0.025838257744908333,0.5315473079681396,0.557004988193512,-0.038344040513038635,0.544620156288147,0.5808935165405273,-0.04176173731684685,0.5854440331459045,0.5370192527770996,0.003940364345908165,0.5644527077674866,0.45759114623069763,-0.03155466914176941,0.5720301270484924,0.5777168273925781,-0.029192164540290833,0.5839628577232361,0.5880527496337891,-0.01587238535284996,0.6265555620193481,0.5392566919326782,-0.008459171280264854,0.610194742679596,0.47614312171936035,-0.04531519114971161,0.6112858057022095,0.5945054292678833,-0.027639228850603104,0.6228457093238831,0.610061764717102,-0.0029433765448629856,0.6715564131736755,0.5508852005004883,-0.02353108488023281,0.6498079299926758,0.49063849449157715,-0.03936590626835823,0.6458595395088196,0.5696219801902771,-0.02337985672056675,0.6567520499229431,0.5945068001747131,-0.004902390763163567,fist
0.6857213973999023,0.6845526099205017,-5.382817676036211e-07,0.6173507571220398,0.6432694792747498,-0.023407597094774246,0.5646410584449768,0.5359864830970764,-0.03286013379693031,0.5828023552894592,0.4206796884536743,-0.04449320212006569,0.6345228552818298,0.3860947787761688,-0.05052653327584267,0.5857721567153931,0.45397189259529114,0.002357711549848318,0.5654586553573608,0.3636886179447174,-0.03632137551903725,0.5788803696632385,0.4477512836456299,-0.05400685966014862,0.5917925238609314,0.4784458875656128,-0.05985528230667114,0.625603437423706,0.4419495165348053,-0.0006073580589145422,0.6120137572288513,0.35785001516342163,-0.04172614961862564,0.6195441484451294,0.46697095036506653,-0.046837180852890015,0.628690779209137,0.4866146445274353,-0.03769100084900856,0.6636631488800049,0.4405551254749298,-0.011738816276192665,0.6609712839126587,0.37564611434936523,-0.05126252770423889,0.6595817804336548,0.4859369993209839,-0.04073589667677879,0.664212703704834,0.5102434754371643,-0.02005588822066784,0.7048246264457703,0.44676563143730164,-0.02576380968093872,0.6981982588768005,0.390710711479187,-0.041909120976924896,0.6938416361808777,0.4644991457462311,-0.028998715803027153,0.6988375782966614,0.4911383390426636,-0.012816007249057293,fist
0.7373098134994507,0.6593409180641174,-5.805176783724164e-07,0.6754792332649231,0.6124265193939209,-0.016263339668512344,0.6336615085601807,0.501469075679779,-0.022139208391308784,0.6532086730003357,0.39008620381355286,-0.031099075451493263,0.6964988708496094,0.3491760194301605,-0.034382279962301254,0.6515427231788635,0.420917809009552,0.008693329058587551,0.6341224312782288,0.3269420266151428,-0.027826404199004173,0.6463872194290161,0.4157447814941406,-0.04478089511394501,0.6591675877571106,0.45439428091049194,-0.0495925098657608,0.6918364763259888,0.4137333333492279,0.0034298773389309645,0.6791238784790039,0.3246803283691406,-0.03433486074209213,0.6832233667373657,0.4356805086135864,-0.03926132619380951,0.6909992694854736,0.46362945437431335,-0.030434563755989075,0.7311679720878601,0.41578084230422974,-0.009037128649652004,0.724683940410614,0.34806549549102783,-0.04603995382785797,0.7221305966377258,0.4640253186225891,-0.03332977369427681,0.7274014949798584,0.4967633783817291,-0.011598128825426102,0.773446261882782,0.426083505153656,-0.023587482050061226,0.7622248530387878,0.36357977986335754,-0.03867468982934952,0.7568378448486328,0.4413324296474457,-0.023694297298789024,0.7625746130943298,0.4732722342014313,-0.005837448872625828,fist
0.7823590636253357,0.7201489806175232,-5.965716241007613e-07,0.7197067141532898,0.668441653251648,-0.019620848819613457,0.6785738468170166,0.5505199432373047,-0.023400792852044106,0.7040106058120728,0.44725409150123596,-0.02967861108481884,0.7485029101371765,0.4188840389251709,-0.029733851552009583,0.691058337688446,0.47415831685066223,0.014416297897696495,0.678861141204834,0.383634477853775,-0.02182149328291416,0.6915366649627686,0.4699181020259857,-0.03975984454154968,0.6991814970970154,0.5070968866348267,-0.045175254344940186,0.7333078384399414,0.4691787660121918,0.010914322920143604,0.7282102704048157,0.38625800609588623,-0.025479041039943695,0.7332649827003479,0.49172160029411316,-0.031862884759902954,0.7339842915534973,0.5103045701980591,-0.02463531494140625,0.772979199886322,0.47543931007385254,-0.0010753482347354293,0.7739133238792419,0.412417471408844,-0.0373186394572258,0.7706600427627563,0.5171988010406494,-0.02891889587044716,0.7694315314292908,0.5357593894004822,-0.011128668673336506,0.8150613903999329,0.4872218668460846,-0.015688128769397736,0.8104599118232727,0.4343634247779846,-0.029955118894577026,0.805403470993042,0.5070447325706482,-0.017642328515648842,0.8076571226119995,0.5300819277763367,-0.0026145908050239086,fist
